EmpID,StartDate,ExitDate,Total Employment Time,DOB,Age at Termination Date,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,State,JobFunctionDescription,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3159,2018-08-23,2019-06-19,300 days 00:00:00,1978-05-29,41,Production Technician II,Lindsay White,WBL,Active,Full-Time,Zone B,Part-Time,Voluntary,Production       ,Field Operations,MA,Groundman,Female,Asian,Married,Fully Meets,4
3160,2019-03-06,,Active,1951-04-18,,Production Technician II,Madeline Henderson,NEL,Active,Full-Time,Zone A,Part-Time,Active,Production       ,Splicing,MA,Splicer,Female,Other,Single,Exceeds,4
3161,2023-08-01,2023-08-02,1 days 00:00:00,1983-04-17,40,Production Technician II,Erin Maxwell,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Production       ,General - Con,MA,Laborer,Female,Black,Divorced,Fully Meets,1
3162,2020-02-24,2020-12-24,304 days 00:00:00,1997-08-27,23,Production Technician II,Kaitlin Thomas MD,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Production       ,Isp,MA,Manager,Male,White,Single,Fully Meets,5
3163,2019-09-26,,Active,1979-03-13,,Production Technician I,Taylor Martin,PL,Active,Contract,Zone A,Full-Time,Active,Production       ,Catv,MA,Laborer,Male,Black,Married,Fully Meets,4
3164,2022-12-07,2023-06-08,183 days 00:00:00,1997-03-18,26,Production Technician I,Natalie Hogan,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Production       ,Field Operations,MA,Foreman,Female,Other,Married,Fully Meets,5
3165,2019-03-08,2021-02-08,703 days 00:00:00,1994-12-24,26,Production Technician I,Kenneth Wilkinson,CCDR,Active,Part-Time,Zone C,Full-Time,Retirement,Production       ,Field Operations,MA,Laborer,Female,Black,Single,Fully Meets,2
3166,2019-08-06,2022-07-27,1086 days 00:00:00,1993-11-02,28,Production Technician I,Michelle Beasley,SVG,Active,Part-Time,Zone A,Full-Time,Resignation,Production       ,Field Operations,MA,Laborer,Female,White,Single,Exceeds,2
3167,2019-06-19,,Active,1943-09-19,,Production Technician I,Karina Hampton,EW,Active,Full-Time,Zone B,Part-Time,Active,Production       ,Splicing,MA,Lineman,Male,Other,Divorced,Exceeds,4
3168,2022-02-08,2023-07-18,525 days 00:00:00,1990-05-24,33,Production Technician I,Timothy Price,MSC,Leave of Absence,Part-Time,Zone A,Full-Time,Voluntary,Production       ,Sales & Marketing,MA,Assistant,Male,Hispanic,Married,Fully Meets,2
3169,2019-06-08,2021-01-29,601 days 00:00:00,1951-04-03,69,Production Technician I,Jade Howell,TNS,Active,Part-Time,Zone B,Part-Time,Resignation,Production       ,Aerial,MA,Lineman,Female,Other,Single,Exceeds,4
3170,2022-01-28,2023-06-23,511 days 00:00:00,1992-01-23,31,Production Technician I,David Harrison,PYZ,Active,Full-Time,Zone C,Full-Time,Retirement,Production       ,Field Operations,MA,Technician,Male,Asian,Married,Fully Meets,2
3171,2020-08-26,2022-08-11,715 days 00:00:00,1995-02-25,27,Production Technician I,Courtney Neal,WBL,Active,Part-Time,Zone A,Part-Time,Involuntary,Production       ,Engineers,MA,Engineer,Female,White,Widowed,Fully Meets,5
3172,2019-04-22,,Active,1983-07-09,,Production Technician I,Elizabeth Allen,NEL,Active,Contract,Zone C,Part-Time,Active,Production       ,Shop (Fleet),MA,Mechanic,Female,Asian,Divorced,Fully Meets,4
3173,2022-12-21,2023-05-30,160 days 00:00:00,1957-03-14,66,Production Technician I,Gloria Vaughn,PL,Active,Contract,Zone A,Part-Time,Resignation,Production       ,Billable Consultants,MA,Engineer,Female,Asian,Married,Fully Meets,1
3174,2022-10-12,2023-07-03,264 days 00:00:00,1961-06-13,62,Production Technician I,Tracy Warner,BPC,Active,Full-Time,Zone C,Part-Time,Involuntary,Production       ,Catv,MA,Foreman,Female,Hispanic,Single,Fully Meets,5
3175,2023-07-23,2023-08-01,9 days 00:00:00,1947-07-11,76,Production Technician I,Richard Cox,CCDR,Active,Full-Time,Zone B,Full-Time,Voluntary,Production       ,Fielders,MA,Engineer,Female,Asian,Single,Fully Meets,1
3176,2018-12-13,2020-06-23,558 days 00:00:00,2000-02-24,20,Production Technician I,Jessica Morgan,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Production       ,Project Management - Con,MA,Coordinator,Female,Other,Widowed,Exceeds,1
3177,2019-09-30,2021-06-23,632 days 00:00:00,2000-03-13,21,Production Technician I,Lori Martin,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Resignation,Production       ,Project Management - Con,MA,Coordinator,Female,Asian,Single,Fully Meets,1
3178,2020-01-24,2023-06-09,1232 days 00:00:00,1990-04-30,33,Production Technician II,Eric Lopez,MSC,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Involuntary,Production       ,Field Operations,MA,Administrator,Female,White,Married,PIP,1
3179,2020-12-23,2021-03-17,84 days 00:00:00,1941-12-22,79,Production Technician II,Victoria Thomas,TNS,Active,Full-Time,Zone C,Full-Time,Voluntary,Production       ,Field Operations,MA,Lineman,Male,Black,Divorced,Fully Meets,2
3180,2019-06-07,2020-01-11,218 days 00:00:00,1997-10-27,22,Production Technician II,Jennifer Dean,PYZ,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Production       ,Field Operations,MA,Technician,Female,Hispanic,Divorced,Fully Meets,4
3181,2019-12-25,2021-11-14,690 days 00:00:00,1959-07-17,62,Production Technician II,Cameron Harris,WBL,Active,Contract,Zone C,Temporary,Voluntary,Production       ,General - Con,MA,Foreman,Female,Other,Single,Fully Meets,4
3182,2023-01-26,,Active,1971-11-21,,Production Technician II,Benjamin Cantrell,NEL,Active,Contract,Zone B,Temporary,Active,Production       ,Field Operations,MA,Technician,Female,White,Married,PIP,2
3183,2022-11-03,2023-08-03,273 days 00:00:00,1953-02-15,70,Production Technician II,Victor Warren,PL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Production       ,Engineers,MA,Technician,Male,Other,Single,PIP,3
3184,2022-05-13,,Active,1972-05-21,,Production Technician I,Brian Roberts,MSC,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Field Operations,MA,Tower Hand,Female,Hispanic,Single,PIP,5
3185,2020-09-23,2023-03-15,903 days 00:00:00,1999-11-10,23,Production Technician I,Tina Wright,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Production       ,Field Operations,MA,Assistant,Female,Other,Divorced,PIP,2
3186,2021-08-29,2022-11-08,436 days 00:00:00,1967-05-03,55,Production Technician I,Mary Weber,PL,Active,Part-Time,Zone A,Full-Time,Voluntary,Production       ,Aerial,MA,Supervisor,Female,Black,Divorced,Fully Meets,2
3187,2022-12-13,2023-01-11,29 days 00:00:00,1962-04-08,60,Production Technician I,Eric Riley Jr.,PYZ,Active,Contract,Zone C,Full-Time,Resignation,Production       ,Wireline Construction,MA,Project Manager,Female,Black,Single,PIP,3
3188,2022-11-06,,Active,1978-11-04,,Production Technician I,Kathy Wong,SVG,Active,Part-Time,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Laborer,Male,Hispanic,Divorced,Fully Meets,4
3189,2023-08-04,,Active,1964-07-21,,Production Technician I,Ernest Bates,TNS,Active,Full-Time,Zone C,Temporary,Active,Production       ,Project Management - Con,MA,Project Manager,Female,Asian,Married,PIP,1
3190,2020-11-15,,Active,1998-02-10,,Production Technician I,Brittany Allen,WBL,Active,Contract,Zone C,Part-Time,Active,Production       ,General - Con,MA,Administration,Male,White,Divorced,PIP,2
3191,2022-07-06,2022-08-12,37 days 00:00:00,1945-01-28,77,Production Technician I,Krystal Newton,BPC,Active,Part-Time,Zone A,Part-Time,Retirement,Production       ,Technology / It,MA,Technician,Male,Black,Married,Fully Meets,2
3192,2019-04-21,2022-01-12,997 days 00:00:00,1997-01-12,25,Production Technician I,Alexandra Goodman,CCDR,Active,Full-Time,Zone A,Part-Time,Resignation,Production       ,Aerial,MA,Laborer,Female,Black,Single,Fully Meets,3
3193,2021-08-28,,Active,1946-01-24,,Production Technician I,Kevin Baker,EW,Active,Full-Time,Zone C,Temporary,Active,Production       ,General - Con,MA,Laborer,Female,Black,Divorced,PIP,3
3194,2021-03-25,,Active,1995-08-11,,Production Technician I,Holly Mooney,MSC,Active,Contract,Zone B,Full-Time,Active,Production       ,Field Operations,MA,Groundman,Female,Asian,Divorced,Fully Meets,1
3195,2020-07-16,2020-10-15,91 days 00:00:00,1981-01-31,39,Production Technician I,Latasha Garrison,NEL,Active,Full-Time,Zone A,Full-Time,Resignation,Production       ,General - Con,MA,Technician,Female,White,Divorced,Fully Meets,2
3196,2018-11-28,2021-08-14,990 days 00:00:00,1974-11-12,46,Production Technician I,James Hawkins,PL,Active,Full-Time,Zone B,Temporary,Involuntary,Production       ,Engineers,MA,Project Manager,Female,Other,Divorced,Fully Meets,2
3197,2019-06-27,,Active,1977-03-31,,Production Technician I,Kevin Mason,PYZ,Active,Contract,Zone A,Full-Time,Active,Production       ,General - Con,MA,Lineman,Female,Hispanic,Divorced,PIP,1
3198,2023-01-04,,Active,1979-09-24,,Production Technician I,Olivia Alexander,SVG,Active,Contract,Zone A,Temporary,Active,Production       ,General - Con,MA,Laborer,Female,Asian,Married,Fully Meets,2
3199,2018-11-22,,Active,1978-01-17,,Production Technician I,Austin Burke,BPC,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Engineers,MA,Engineer,Female,Hispanic,Married,Fully Meets,2
3200,2021-01-08,,Active,1975-07-26,,Production Technician II,Casey Landry,PL,Active,Part-Time,Zone B,Temporary,Active,Production       ,Billable Consultants,MA,Engineer,Male,Asian,Married,Fully Meets,4
3201,2022-11-18,,Active,1984-07-16,,Production Technician I,Bobby Boyd,EW,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Aerial,MA,Technician,Female,Asian,Widowed,Fully Meets,4
3202,2020-06-21,2023-06-23,1097 days 00:00:00,1999-03-28,24,Production Technician I,Andrea Walls,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Involuntary,Production       ,Engineers,MA,Engineer,Female,Other,Single,Fully Meets,4
3203,2021-01-19,2022-09-11,600 days 00:00:00,1961-09-10,61,Production Technician I,John Lutz,PYZ,Voluntarily Terminated,Contract,Zone C,Part-Time,Voluntary,Production       ,General - Sga,MA,Administrator,Female,White,Single,Fully Meets,4
3204,2023-06-04,,Active,1959-11-12,,Production Technician I,Dominique Espinoza,BPC,Active,Contract,Zone C,Full-Time,Active,Production       ,General - Sga,MA,Administration,Male,White,Single,Fully Meets,4
3205,2020-08-13,2021-09-17,400 days 00:00:00,1988-02-02,33,Production Technician I,Roy Bradshaw,TNS,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Production       ,Aerial,MA,Lineman,Female,Asian,Married,Fully Meets,4
3206,2019-09-06,,Active,1961-03-16,,Production Technician I,Bonnie Clayton,BPC,Active,Part-Time,Zone A,Part-Time,Active,Production       ,Wireline Construction,MA,Groundman,Male,Hispanic,Divorced,Fully Meets,2
3207,2022-03-27,,Active,1981-08-28,,Production Technician I,Maria Nelson,PYZ,Active,Full-Time,Zone C,Temporary,Active,Production       ,Project Management - Con,MA,Supervisor,Female,White,Widowed,Fully Meets,5
3208,2020-12-25,2023-03-08,803 days 00:00:00,1973-09-04,49,Production Technician I,Jeffrey Gray,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Resignation,Production       ,Field Operations,MA,Operator,Male,Hispanic,Divorced,Fully Meets,2
3209,2021-04-24,,Active,1983-03-17,,Production Technician II,Jennifer Baker,PL,Active,Contract,Zone A,Full-Time,Active,Production       ,General - Con,MA,Technician,Male,Hispanic,Widowed,Fully Meets,5
3210,2020-05-12,,Active,1993-06-13,,Production Technician I,Jessica Scott,WBL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Aerial,MA,Lineman,Female,Hispanic,Divorced,Fully Meets,5
3211,2023-05-23,,Active,1955-08-26,,Production Technician II,Pamela Wilson,SVG,Active,Part-Time,Zone B,Part-Time,Active,Production       ,General - Sga,MA,Administrator,Female,Other,Married,Fully Meets,2
3212,2020-12-27,2022-05-22,511 days 00:00:00,1972-06-30,49,Production Technician II,Matthew Brown,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Production       ,Field Operations,MA,Foreman,Male,Asian,Married,Fully Meets,5
3213,2018-11-17,2019-12-27,405 days 00:00:00,1952-06-28,67,Production Technician I,Brandy Ferguson,WBL,Active,Full-Time,Zone A,Part-Time,Involuntary,Production       ,Field Operations,MA,Laborer,Male,Hispanic,Widowed,Fully Meets,2
3214,2019-07-16,,Active,1972-12-22,,Production Technician I,Danielle Green,PYZ,Active,Part-Time,Zone B,Temporary,Active,Production       ,General - Con,MA,Laborer,Female,Asian,Widowed,Fully Meets,2
3215,2020-01-25,,Active,1973-06-03,,Production Technician II,Jeffery Patterson,SVG,Active,Contract,Zone A,Part-Time,Active,Production       ,General - Sga,MA,Administrator,Male,White,Divorced,Fully Meets,3
3216,2021-08-16,,Active,1972-02-28,,Production Technician I,Margaret Murphy MD,MSC,Active,Part-Time,Zone A,Temporary,Active,Production       ,Fielders,MA,Engineer,Female,Other,Divorced,Fully Meets,5
3217,2019-01-20,2019-10-01,254 days 00:00:00,1968-09-28,51,Production Technician II,Karen Munoz,BPC,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Production       ,General - Con,MA,Technician,Female,White,Single,Fully Meets,3
3218,2018-09-04,,Active,1971-07-13,,Production Technician I,Michael Kelly,SVG,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Field Operations,MA,Laborer,Male,Other,Widowed,Fully Meets,5
3219,2019-09-20,,Active,2000-08-16,,Production Technician II,Kelly Hudson,PL,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Executive,MA,Administrator,Female,Black,Widowed,Fully Meets,3
3220,2023-07-24,,Active,1980-10-11,,Production Technician I,Brittney Collins,SVG,Active,Part-Time,Zone A,Full-Time,Active,Production       ,Field Operations,MA,Tower Hand,Female,Other,Divorced,Fully Meets,1
3221,2023-07-05,,Active,1945-12-31,,Production Technician I,Felicia Williams,PL,Active,Full-Time,Zone B,Temporary,Active,Production       ,Wireline Construction,MA,Foreman,Male,Other,Single,Fully Meets,4
3222,2021-01-11,,Active,1990-08-14,,Production Technician I,Andrea Welch,BPC,Active,Contract,Zone A,Part-Time,Active,Production       ,Shop (Fleet),MA,Manager,Female,Hispanic,Married,Fully Meets,2
3223,2022-11-06,,Active,1952-10-12,,Production Technician I,Jennifer Lopez,CCDR,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Splicing,MA,Splicer,Female,Asian,Single,Fully Meets,5
3224,2023-04-03,,Active,1970-02-06,,Production Technician I,Dawn Schultz,SVG,Active,Part-Time,Zone A,Part-Time,Active,Production       ,People Services,MA,Manager,Female,White,Single,Fully Meets,5
3225,2021-06-07,2023-06-23,746 days 00:00:00,1977-07-29,45,Production Technician I,Emily Rodriguez,EW,Active,Contract,Zone B,Part-Time,Retirement,Production       ,General - Con,MA,Foreman,Female,White,Divorced,Fully Meets,3
3226,2019-01-20,,Active,1988-12-31,,Production Technician I,James Hamilton,MSC,Active,Contract,Zone B,Full-Time,Active,Production       ,General - Eng,MA,Technician,Female,Black,Married,Fully Meets,4
3227,2021-11-20,2022-06-06,198 days 00:00:00,1969-07-08,52,Production Technician I,Michelle Kramer,TNS,Leave of Absence,Contract,Zone A,Temporary,Involuntary,Production       ,Aerial,MA,Groundman,Female,Black,Widowed,Fully Meets,2
3228,2019-05-27,2022-08-18,1179 days 00:00:00,1946-06-03,76,Production Technician I,Melissa Bennett,PYZ,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Production       ,Field Operations,MA,Technician,Male,Hispanic,Single,Fully Meets,2
3229,2022-12-18,,Active,1945-12-18,,Production Technician I,Bruce West,WBL,Active,Contract,Zone C,Temporary,Active,Production       ,Engineers,MA,Program Manager,Male,Other,Widowed,Fully Meets,1
3230,2021-05-13,2023-07-13,791 days 00:00:00,1991-04-20,32,Production Technician I,Patricia Lee,NEL,Leave of Absence,Full-Time,Zone C,Full-Time,Resignation,Production       ,Field Operations,MA,Laborer,Female,White,Single,Fully Meets,1
3231,2021-05-24,,Active,1997-05-14,,Production Technician I,Peter Smith,PL,Active,Full-Time,Zone C,Part-Time,Active,Production       ,Shop (Fleet),MA,Shop,Female,White,Divorced,Exceeds,2
3232,2021-10-06,2022-05-19,225 days 00:00:00,1974-11-18,47,Production Technician I,Carlos Miller,BPC,Leave of Absence,Part-Time,Zone B,Temporary,Resignation,Production       ,General - Con,MA,Laborer,Male,Other,Divorced,Fully Meets,1
3233,2020-08-22,2020-08-26,4 days 00:00:00,1969-02-08,51,Production Technician I,Jim Mccormick,CCDR,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,Production       ,Engineers,MA,Engineer,Male,Asian,Widowed,Fully Meets,2
3234,2021-08-23,,Active,1959-04-25,,Production Technician I,Catherine Harris,SVG,Active,Part-Time,Zone B,Temporary,Active,Production       ,General - Con,MA,Administration,Male,Black,Widowed,Fully Meets,3
3235,2021-12-23,2022-10-17,298 days 00:00:00,1963-08-01,59,Production Technician I,Jeffrey Webb,EW,Active,Contract,Zone C,Temporary,Resignation,Production       ,Engineers,MA,Engineer,Male,Hispanic,Married,Fully Meets,2
3236,2022-01-24,2022-03-27,62 days 00:00:00,1979-06-04,42,Production Technician II,James Williamson,NEL,Active,Contract,Zone C,Full-Time,Involuntary,Production       ,People Services,MA,Cpo,Female,Asian,Married,Fully Meets,5
3237,2022-11-21,,Active,1987-12-08,,Production Technician II,Samantha David,PL,Active,Contract,Zone B,Temporary,Active,Production       ,General - Eng,MA,Drafter,Male,White,Married,Fully Meets,4
3238,2018-12-04,2022-07-01,1305 days 00:00:00,2000-09-04,21,Production Technician II,Anne Gomez,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Production       ,Wireline Construction,MA,Vp,Male,Other,Divorced,Fully Meets,4
3239,2019-06-02,,Active,1992-07-19,,Production Technician II,Brenda Chandler,SVG,Active,Part-Time,Zone C,Temporary,Active,Production       ,Field Operations,MA,Operator,Male,Black,Single,Fully Meets,3
3240,2018-08-12,2019-07-05,327 days 00:00:00,1980-03-05,39,Production Technician II,Taylor Kim,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Voluntary,Production       ,Shop (Fleet),MA,Shop,Female,Asian,Married,Fully Meets,2
3241,2022-05-15,,Active,1947-12-11,,Production Technician II,Jessica Lawson,WBL,Active,Part-Time,Zone B,Full-Time,Active,Production       ,General - Sga,MA,Administrator,Female,White,Divorced,Fully Meets,1
3242,2021-11-23,2022-04-21,149 days 00:00:00,1955-04-13,67,Production Technician I,Krista Hernandez,NEL,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Production       ,Aerial,MA,Lineman,Male,Hispanic,Single,Fully Meets,3
3243,2020-12-13,,Active,1955-02-08,,Production Technician I,Danielle Collins,PL,Active,Full-Time,Zone C,Full-Time,Active,Production       ,Splicing,MA,Technician,Male,Hispanic,Married,Fully Meets,2
3244,2021-07-28,,Active,1948-12-17,,Production Technician I,Mary Hines,BPC,Active,Part-Time,Zone C,Temporary,Active,Production       ,Shop (Fleet),MA,Mechanic,Female,Black,Divorced,Fully Meets,2
3245,2019-06-07,2021-12-30,937 days 00:00:00,1948-04-10,73,Production Technician I,Mrs. Vickie Barber,CCDR,Terminated for Cause,Full-Time,Zone A,Full-Time,Voluntary,Production       ,Field Operations,MA,Laborer,Female,Black,Married,Fully Meets,1
3246,2019-06-12,2021-05-25,713 days 00:00:00,1988-04-15,33,Production Technician I,Barry Hernandez,SVG,Terminated for Cause,Part-Time,Zone C,Part-Time,Retirement,Production       ,Safety,MA,Safety,Female,White,Married,Fully Meets,4
3247,2023-04-20,2023-08-06,108 days 00:00:00,1943-07-18,80,Production Technician I,Glenn Kelly,EW,Active,Full-Time,Zone C,Part-Time,Resignation,Production       ,General - Con,MA,Operator,Female,Black,Single,Fully Meets,3
3248,2018-08-07,2023-07-19,1807 days 00:00:00,1967-03-18,56,Production Technician I,Amy Reeves,MSC,Active,Contract,Zone B,Part-Time,Resignation,Production       ,General - Con,MA,Clerical,Female,Hispanic,Single,Fully Meets,5
3249,2018-12-06,,Active,1948-01-18,,Production Technician I,Mark Rodriguez,TNS,Active,Contract,Zone C,Part-Time,Active,Production       ,Underground,MA,Laborer,Male,Black,Single,Fully Meets,3
3250,2021-03-25,,Active,1997-06-11,,Production Technician I,Shawn Wallace,PYZ,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Project Management - Con,MA,Supervisor,Male,Asian,Married,Fully Meets,2
3251,2019-02-15,2019-04-25,69 days 00:00:00,1956-04-12,63,Production Technician I,Natalie Cox,WBL,Voluntarily Terminated,Contract,Zone A,Part-Time,Resignation,Production       ,Field Operations,MA,Laborer,Male,White,Divorced,Fully Meets,5
3252,2023-03-14,,Active,1993-11-02,,Production Technician I,Sarah Cannon,NEL,Active,Full-Time,Zone A,Part-Time,Active,Production       ,Shop (Fleet),MA,Mechanic,Female,Black,Divorced,PIP,4
3253,2019-09-01,2021-06-01,639 days 00:00:00,1993-05-15,28,Production Technician I,Terrance Pitts,PL,Leave of Absence,Part-Time,Zone A,Part-Time,Involuntary,Production       ,Field Operations,MA,Technician,Female,White,Single,Fully Meets,2
3254,2021-02-23,2022-07-13,505 days 00:00:00,1989-08-20,32,Production Technician I,Samantha Gilbert,BPC,Leave of Absence,Full-Time,Zone B,Temporary,Voluntary,Production       ,General - Sga,MA,Administration,Male,Other,Widowed,Fully Meets,3
3255,2023-03-22,,Active,1961-05-06,,Production Technician I,Natalie Lang,CCDR,Active,Contract,Zone C,Part-Time,Active,Production       ,Yard (Material Handling),MA,Runner,Male,Other,Widowed,Fully Meets,3
3256,2019-01-24,,Active,1954-11-15,,Production Technician I,Kelsey Calhoun DDS,SVG,Active,Part-Time,Zone B,Part-Time,Active,Production       ,General - Con,MA,Flagger,Male,Black,Divorced,Fully Meets,5
3257,2020-11-19,,Active,1986-04-10,,Production Technician II,Jeffrey Terry,PL,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Wireline Construction,MA,Laborer,Female,Other,Single,Fully Meets,3
3258,2023-02-15,,Active,1971-05-23,,Production Technician II,David Vargas,BPC,Active,Part-Time,Zone B,Temporary,Active,Production       ,Aerial,MA,Foreman,Male,White,Single,Fully Meets,2
3259,2022-05-09,2022-06-10,32 days 00:00:00,1946-11-25,75,Production Technician II,Matthew York,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Resignation,Production       ,Field Operations,MA,Tower Hand,Male,Hispanic,Single,Fully Meets,2
3260,2021-10-06,,Active,1992-06-17,,Production Technician II,Michael Mathews,SVG,Active,Contract,Zone B,Temporary,Active,Production       ,General - Con,MA,Splicer,Male,Hispanic,Single,Fully Meets,3
3261,2021-01-17,2023-06-25,889 days 00:00:00,1948-03-01,75,Production Technician II,Philip Jackson,EW,Leave of Absence,Part-Time,Zone B,Temporary,Involuntary,Production       ,Field Operations,MA,Administrative,Male,Hispanic,Widowed,Fully Meets,4
3262,2022-03-22,,Active,1984-01-27,,Production Technician II,Samantha Williams,MSC,Active,Full-Time,Zone A,Full-Time,Active,Production       ,Catv,MA,Laborer,Female,Black,Divorced,PIP,4
3263,2022-04-20,2023-04-30,375 days 00:00:00,1990-04-14,33,Production Technician I,Renee Jones DVM,NEL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Involuntary,Production       ,Engineers,MA,Drafter,Male,Asian,Single,PIP,2
3264,2021-12-31,2023-05-10,495 days 00:00:00,1950-06-09,72,Production Technician I,Jim Melton,PL,Terminated for Cause,Part-Time,Zone C,Part-Time,Involuntary,Production       ,General - Eng,MA,Engineer,Male,Asian,Married,Fully Meets,5
3265,2018-10-31,,Active,1993-01-23,,Production Technician I,Anna Hogan,BPC,Active,Part-Time,Zone C,Full-Time,Active,Production       ,Aerial,MA,Groundman,Female,Asian,Single,Fully Meets,1
3266,2020-07-24,,Active,1996-08-23,,Production Technician I,Andrew Garcia,CCDR,Active,Contract,Zone A,Full-Time,Active,Production       ,Wireline Construction,MA,Laborer,Female,Black,Married,Fully Meets,2
3267,2019-12-12,2020-01-17,36 days 00:00:00,1963-11-07,56,Production Technician I,Lindsey Aguilar,SVG,Active,Contract,Zone C,Part-Time,Voluntary,Production       ,Splicing,MA,Laborer,Female,Other,Single,Fully Meets,5
3268,2023-06-22,,Active,1962-08-21,,Production Technician I,Terry Andrade,EW,Active,Contract,Zone A,Temporary,Active,Production       ,Field Operations,MA,Driver,Female,Asian,Single,Fully Meets,2
3269,2021-06-20,,Active,2000-04-08,,Production Technician I,Amanda Ball,MSC,Active,Full-Time,Zone C,Temporary,Active,Production       ,Field Operations,MA,Laborer,Male,Asian,Married,Fully Meets,1
3270,2019-10-31,,Active,1958-04-09,,Production Technician I,Christina Nguyen,TNS,Active,Full-Time,Zone B,Full-Time,Active,Production       ,Splicing,MA,Technician,Male,Asian,Single,Fully Meets,2
3271,2019-07-02,2022-11-26,1243 days 00:00:00,1970-04-29,52,Production Technician I,Kenneth Bender,PYZ,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Production       ,Engineers,MA,Engineer,Male,Asian,Divorced,Fully Meets,3
3272,2023-02-10,,Active,1959-08-22,,Production Technician I,Natasha Mathews,WBL,Active,Contract,Zone C,Part-Time,Active,Production       ,Aerial,MA,Flagger,Male,Other,Widowed,Fully Meets,3
3273,2022-09-16,,Active,1998-12-08,,Production Technician I,Tonya Jones,NEL,Active,Full-Time,Zone A,Temporary,Active,Production       ,People Services,MA,Coordinator,Female,Asian,Divorced,Fully Meets,4
3274,2020-01-21,2020-07-29,190 days 00:00:00,1965-06-28,55,Production Technician I,Anthony Bass,PL,Leave of Absence,Part-Time,Zone B,Full-Time,Retirement,Production       ,Aerial,MA,Foreman,Female,Other,Divorced,PIP,3
3275,2022-11-16,,Active,1991-12-31,,Production Technician I,Erin Lloyd,BPC,Active,Part-Time,Zone B,Temporary,Active,Production       ,General - Con,MA,Foreman,Male,Other,Divorced,PIP,3
3276,2021-01-25,,Active,1996-11-20,,Production Technician I,Joshua Lee,CCDR,Active,Contract,Zone A,Temporary,Active,Production       ,Engineers,MA,Project Manager,Male,Asian,Divorced,Fully Meets,2
3277,2023-06-16,2023-06-24,8 days 00:00:00,1980-05-21,43,Production Technician II,Darlene Garcia,NEL,Active,Part-Time,Zone B,Temporary,Retirement,Production       ,Aerial,MA,Foreman,Female,Hispanic,Married,Fully Meets,5
3278,2020-09-08,2021-10-17,404 days 00:00:00,1944-11-15,76,Production Technician II,Angela Griffin MD,PL,Active,Contract,Zone A,Part-Time,Retirement,Production       ,Field Operations,MA,Laborer,Female,Black,Married,Fully Meets,4
3279,2019-01-23,2020-11-24,671 days 00:00:00,1994-01-31,26,Production Technician II,Katrina Davis,BPC,Active,Full-Time,Zone A,Full-Time,Involuntary,Production       ,Engineers,MA,Project Manager,Male,Black,Married,Fully Meets,5
3280,2023-05-29,2023-07-23,55 days 00:00:00,1983-07-09,40,Production Technician II,Tamara Bailey,CCDR,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Production       ,Project Management - Con,MA,Manager,Male,Other,Divorced,Fully Meets,5
3281,2019-08-16,,Active,1954-07-23,,Production Technician II,Thomas Jones,SVG,Active,Contract,Zone B,Full-Time,Active,Production       ,General - Con,MA,Laborer,Male,Hispanic,Divorced,Fully Meets,5
